size_sqmeters,decorated,no_rooms,price,type_of_building,market,district,floor_no,line_distance,price_per_sqmet
126,Tak,4,1 250 000,APARTAMENTOWIEC,wtórny,Ursynów,1,7.669806235,9920.6349206
41,Tak,2,449 000,BLOK,wtórny,Targówek,3,7.5121524172,10951.219512
110,Tak,4,1 085 000,BLOK,wtórny,Ursynów,0,10.457335996,9863.6363636
48,Tak,2,205 000,BLOK,wtórny,Praga_Południe,7,5.6072134708,4270.8333333
78,Tak,3,575 000,BLOK,wtórny,Ursus,3,9.1333011605,7371.7948718
54,Tak,3,415 000,BLOK,wtórny,Targówek,2,10.246156291,7685.1851852
32,Tak,1,449 000,KAMIENICA,wtórny,Śródmieście,1,1.7785420296,14031.25
42,Tak,1,399 000,KAMIENICA,wtórny,Wola,2,2.6554000851,9500
55,Tak,2,465 000,BLOK,wtórny,Praga_Południe,1,5.6072320923,8454.5454545
38,Tak,2,375 000,BLOK,wtórny,Ochota,8,2.6775865818,9868.4210526
55,Nie,3,554 000,KAMIENICA,wtórny,Bielany,2,7.3122715859,10072.727273
82,Tak,4,1 095 000,APARTAMENTOWIEC,wtórny,Wawer,0,12.744749689,13353.658537
48,Tak,3,509 000,BLOK,wtórny,Śródmieście,2,1.9083325878,10604.166667
60,Nie,3,595 000,APARTAMENTOWIEC,pierwotny,Wola,3,2.6554000851,9916.6666667
48,Nie,2,445 000,KAMIENICA,wtórny,Wola,0,2.6554000851,9270.8333333
39,Tak,2,420 000,BLOK,wtórny,Mokotów,0,6.4247371642,10769.230769
34,Nie,2,339 900,KAMIENICA,wtórny,Włochy,2,6.4671420573,9997.0588235
42,Tak,3,410 000,KAMIENICA,wtórny,Wawer,1,9.9490462214,9761.9047619
85,Tak,4,799 000,KAMIENICA,wtórny,Ochota,2,2.6775865818,9400
49,Nie,2,305 000,BLOK,pierwotny,Białołęka,1,12.253557167,6224.4897959
27,Nie,1,317 000,BLOK,wtórny,Wola,2,4.3835477611,11740.740741
69,Tak,3,731 850,BLOK,wtórny,Ochota,1,3.9332437155,10606.521739
48,Nie,3,525 000,BLOK,wtórny,Bielany,3,7.3122715859,10937.5
49,Tak,3,389 000,BLOK,wtórny,Ursus,4,9.3623935609,7938.7755102
57,Nie,3,399 000,BLOK,pierwotny,Białołęka,2,13.067796712,7000
104,Tak,3,623 000,OTHER,wtórny,Wesoła,2,11.703050134,5990.3846154
110,Nie,3,810 000,BLOK,wtórny,Bielany,9,7.3122715859,7363.6363636
116,Nie,4,649 000,APARTAMENTOWIEC,wtórny,Białołęka,2,10.292479775,5594.8275862
28,Tak,1,309 000,BLOK,wtórny,Praga_Północ,6,3.6553898512,11035.714286
83,Nie,3,695 000,KAMIENICA,wtórny,Praga_Północ,0,3.655236527,8373.4939759
71,Tak,3,770 000,APARTAMENTOWIEC,wtórny,Wilanów,1,9.733942178,10845.070423
48,Tak,2,455 000,BLOK,wtórny,Mokotów,0,6.871988839,9479.1666667
35,Nie,2,419 000,BLOK,wtórny,Ochota,0,2.7150173336,11971.428571
81,Tak,3,720 000,BLOK,wtórny,Bemowo,4,7.5853286635,8888.8888889
58,Tak,3,731 000,APARTAMENTOWIEC,wtórny,Mokotów,8,5.9582094204,12603.448276
45,Tak,2,540 000,BLOK,wtórny,Wola,1,2.6554486867,12000
40,Tak,2,335 000,APARTAMENTOWIEC,wtórny,Białołęka,0,10.886541463,8375
120,Tak,4,1 299 000,APARTAMENTOWIEC,wtórny,Bemowo,6,6.7729625791,10825
25,Tak,1,318 000,BLOK,wtórny,Ochota,1,2.6774543354,12720
30,Tak,2,300 000,BLOK,wtórny,Praga_Północ,5,3.6553898512,10000
44,Nie,2,130 000,BLOK,wtórny,Białołęka,2,8.0545604453,2954.5454545
62,Tak,3,453 000,BLOK,wtórny,Ursus,4,9.3623935609,7306.4516129
34,Nie,2,549 000,BLOK,wtórny,Śródmieście,1,0.8036307544,16147.058824
59,Tak,3,539 000,BLOK,wtórny,Bemowo,0,6.7729625791,9135.5932203
89,Nie,4,860 000,APARTAMENTOWIEC,wtórny,Wilanów,1,9.3198777307,9662.9213483
67,Tak,4,315 000,BLOK,wtórny,Bemowo,6,6.7729625791,4701.4925373
31,Tak,1,299 000,BLOK,wtórny,Ursus,3,8.8197614784,9645.1612903
124,Nie,3,820 908,APARTAMENTOWIEC,pierwotny,Wilanów,0,10.636246527,6620.2258065
148,Nie,4,904 447,APARTAMENTOWIEC,pierwotny,Wilanów,0,10.151079233,6111.1283784
65,Nie,2,460 530,APARTAMENTOWIEC,pierwotny,Wilanów,2,10.151079233,7085.0769231
51,Nie,2,398 000,APARTAMENTOWIEC,pierwotny,Wilanów,2,10.151079233,7803.9215686
71,Nie,2,496 179,APARTAMENTOWIEC,pierwotny,Wilanów,2,10.151079233,6988.4366197
98,Tak,4,890 000,APARTAMENTOWIEC,wtórny,Wawer,3,10.975788035,9081.6326531
40,Tak,2,429 000,BLOK,wtórny,Bemowo,4,6.9722974342,10725
40,Tak,2,460 000,BLOK,wtórny,Śródmieście,2,0.8036307544,11500
66,Nie,2,123 032,BLOK,wtórny,Białołęka,4,13.234173783,1864.125
80,Nie,3,289 000,BLOK,wtórny,Praga_Południe,2,5.6072320923,3612.5
49,Tak,2,585 000,KAMIENICA,wtórny,Śródmieście,2,2.3660137908,11938.77551
57,Tak,2,559 000,APARTAMENTOWIEC,wtórny,Targówek,2,6.4989536162,9807.0175439
38,Nie,2,430 000,APARTAMENTOWIEC,wtórny,Mokotów,0,2.5897557287,11315.789474
31,Tak,1,330 000,BLOK,wtórny,Mokotów,7,4.8023633232,10645.16129
56,Nie,3,559 000,BLOK,pierwotny,Wola,3,2.6554000851,9982.1428571
63,Tak,3,520 000,BLOK,wtórny,Bemowo,2,6.9272718014,8253.968254
38,Tak,2,330 000,BLOK,wtórny,Praga_Północ,4,3.8421558114,8684.2105263
48,Tak,3,475 000,BLOK,wtórny,Bielany,1,7.3122715859,9895.8333333
45,Tak,2,450 000,BLOK,wtórny,Mokotów,2,4.2005818479,10000
53,Nie,2,640 000,BLOK,wtórny,Ursynów,3,10.457335996,12075.471698
69,Nie,2,585 000,APARTAMENTOWIEC,wtórny,Mokotów,3,4.8023633232,8478.2608696
49,Tak,3,415 000,BLOK,wtórny,Wawer,4,10.427282485,8469.3877551
44,Nie,2,185 000,BLOK,wtórny,Bielany,4,5.4291184349,4204.5454545
66,Nie,4,689 000,BLOK,wtórny,Śródmieście,7,0.8036307544,10439.393939
38,Nie,2,335 000,BLOK,pierwotny,Ursus,7,9.0116163844,8815.7894737
72,Tak,3,600 000,BLOK,wtórny,Praga_Południe,1,5.7245040373,8333.3333333
52,Tak,2,380 000,BLOK,wtórny,Ursus,2,8.8365972113,7307.6923077
39,Tak,2,220 000,BLOK,wtórny,Śródmieście,3,6.0956433419,5641.025641
98,Tak,4,990 000,OTHER,wtórny,Ursynów,0,10.457335996,10102.040816
43,Nie,3,360 000,BLOK,wtórny,Targówek,7,7.4066635793,8372.0930233
75,Tak,3,860 000,APARTAMENTOWIEC,wtórny,Wilanów,0,9.9750897213,11466.666667
62,Tak,2,700 000,APARTAMENTOWIEC,wtórny,Wilanów,1,10.693752887,11290.322581
50,Nie,3,530 000,BLOK,wtórny,Mokotów,2,4.8023633232,10600
78,Nie,3,550 400,OTHER,pierwotny,Wawer,1,9.275868354,7056.4102564
44,Tak,2,365 000,BLOK,wtórny,Białołęka,2,10.88675137,8295.4545455
46,Tak,2,430 000,BLOK,wtórny,Białołęka,0,10.88675137,9347.826087
50,Tak,2,490 000,BLOK,wtórny,Targówek,1,6.4989536162,9800
60,Tak,4,610 000,BLOK,wtórny,Ursynów,0,10.457335996,10166.666667
48,Tak,3,445 000,BLOK,wtórny,Żoliborz,5,4.6189345354,9270.8333333
52,Tak,2,510 000,APARTAMENTOWIEC,wtórny,Praga_Południe,2,8.0882185819,9807.6923077
53,Tak,3,485 000,BLOK,wtórny,Bielany,2,7.3122715859,9150.9433962
30,Nie,2,311 000,BLOK,pierwotny,Ochota,0,4.9181322034,10366.666667
54,Tak,2,386 847,BLOK,wtórny,Targówek,3,6.686266719,7163.8333333
50,Nie,3,385 000,BLOK,pierwotny,Praga_Południe,2,6.7875390929,7700
108,Tak,4,915 000,BLOK,wtórny,Praga_Południe,3,5.6072320923,8472.2222222
61,Tak,3,980 000,KAMIENICA,wtórny,Ochota,3,2.1088520373,16065.57377
29,Nie,1,252 000,BLOK,pierwotny,Białołęka,0,9.1121845683,8689.6551724
42,Nie,2,425 000,BLOK,wtórny,Mokotów,0,7.3373528375,10119.047619
45,Nie,2,455 000,KAMIENICA,wtórny,Ochota,2,2.6920668867,10111.111111
54,Tak,2,1 450 000,APARTAMENTOWIEC,wtórny,Śródmieście,2,0.8036307544,26851.851852
48,Tak,2,560 000,KAMIENICA,wtórny,Śródmieście,1,3.3436101598,11666.666667
84,Tak,4,1 140 000,BLOK,wtórny,Śródmieście,4,0.8036307544,13571.428571
46,Nie,2,325 000,BLOK,wtórny,Rembertów,2,10.756174836,7065.2173913
84,Tak,4,679 000,BLOK,wtórny,Ursynów,3,8.0321772912,8083.3333333
67,Tak,3,635 000,APARTAMENTOWIEC,wtórny,Praga_Południe,4,5.6072320923,9477.6119403
45,Tak,2,310 000,BLOK,wtórny,Wawer,0,11.898202201,6888.8888889
40,Tak,2,420 000,BLOK,pierwotny,Ursus,7,9.0277575324,10500
71,Tak,4,600 000,BLOK,wtórny,Ursynów,4,10.457335996,8450.7042254
39,Tak,2,339 000,BLOK,wtórny,Białołęka,2,10.611889206,8692.3076923
185,Nie,4,1 838 000,APARTAMENTOWIEC,pierwotny,Wola,11,3.320939334,9935.1351351
74,Tak,3,739 000,BLOK,wtórny,Bielany,6,7.3122715859,9986.4864865
41,Tak,2,345 000,BLOK,wtórny,Białołęka,2,10.88675137,8414.6341463
57,Tak,3,357 000,BLOK,wtórny,Białołęka,1,12.698926268,6263.1578947
105,Tak,4,1 070 000,APARTAMENTOWIEC,wtórny,Żoliborz,10,4.6603706788,10190.47619
56,Tak,3,440 000,BLOK,wtórny,Praga_Południe,2,5.6072320923,7857.1428571
40,Tak,2,350 000,BLOK,wtórny,Białołęka,1,13.655320758,8750.00025
44,Nie,3,389 000,BLOK,wtórny,Praga_Południe,5,5.6072320923,8840.9090909
35,Tak,1,375 000,BLOK,wtórny,Bemowo,1,5.5248225803,10714.285714
47,Tak,2,865 000,APARTAMENTOWIEC,wtórny,Śródmieście,3,2.4764733696,18404.255319
75,Tak,3,510 000,BLOK,wtórny,Bemowo,3,6.7729625791,6800
69,Tak,3,594 150,BLOK,wtórny,Włochy,3,6.3308215166,8610.8695652
49,Tak,2,390 000,BLOK,wtórny,Praga_Południe,2,5.6072320923,7959.1836735
55,Tak,2,520 000,BLOK,wtórny,Targówek,0,6.4989536162,9454.5454545
49,Tak,2,500 000,BLOK,wtórny,Wola,6,2.2670200478,10204.081633
40,Tak,2,429 000,BLOK,wtórny,Targówek,1,6.4989536162,10725
48,Nie,3,440 000,BLOK,wtórny,Wola,1,3.9617172435,9166.6666667
48,Tak,3,344 900,BLOK,wtórny,Wola,0,2.5090678797,7185.4166667
42,Tak,2,550 000,BLOK,wtórny,Ursynów,6,9.7070989033,13095.238095
38,Nie,1,319 000,KAMIENICA,wtórny,Praga_Północ,1,3.6553898512,8394.7368421
47,Tak,3,545 000,KAMIENICA,wtórny,Praga_Południe,2,4.0011667425,11595.744681
61,Tak,2,540 000,APARTAMENTOWIEC,wtórny,Wesoła,1,16.216240502,8852.4590164
45,Tak,2,359 000,BLOK,wtórny,Wola,0,3.3712839266,7977.7777778
55,Tak,3,529 000,BLOK,wtórny,Praga_Południe,1,6.9403130048,9618.1818182
49,Tak,2,479 000,BLOK,wtórny,Bemowo,0,4.3392830035,9775.5102041
57,Tak,3,832 445,KAMIENICA,wtórny,Żoliborz,1,3.2731274802,14604.298246
60,Tak,4,580 000,BLOK,wtórny,Białołęka,2,10.88675137,9666.6666667
74,Nie,3,600 000,BLOK,wtórny,Bemowo,9,7.372185078,8108.1081081
93,Nie,3,990 000,APARTAMENTOWIEC,wtórny,Wilanów,0,9.2075411501,10645.16129
47,Nie,2,435 000,BLOK,wtórny,Wola,0,2.6554000851,9255.3191489
116,Tak,4,1 194 800,OTHER,wtórny,Włochy,3,6.4671420573,10300
36,Nie,1,479 000,APARTAMENTOWIEC,wtórny,Śródmieście,11,2.0008995989,13305.555556
48,Nie,3,520 000,BLOK,wtórny,Śródmieście,2,1.8508058638,10833.333333
95,Tak,3,925 000,APARTAMENTOWIEC,wtórny,Śródmieście,5,0.8036307544,9736.8421053
27,Nie,1,450 000,BLOK,wtórny,Śródmieście,6,0.8036307544,16666.666667
100,Nie,3,1 085 000,APARTAMENTOWIEC,wtórny,Mokotów,0,4.8023633232,10850
37,Nie,2,425 000,BLOK,wtórny,Żoliborz,0,3.232795908,11486.486486
57,Nie,2,630 000,APARTAMENTOWIEC,wtórny,Śródmieście,2,1.5675787969,11052.631579
51,Tak,3,462 000,BLOK,wtórny,Wola,1,3.997224162,9058.8235294
67,Tak,3,990 000,APARTAMENTOWIEC,wtórny,Mokotów,5,4.8023633232,14776.119403
29,Nie,2,379 999,BLOK,pierwotny,Wola,3,2.6554486867,13103.413793
63,Tak,3,529 000,BLOK,wtórny,Bemowo,0,6.7245180506,8396.8253968
38,Tak,2,410 000,APARTAMENTOWIEC,wtórny,Bemowo,0,5.767917351,10789.473684
50,Tak,2,565 000,KAMIENICA,wtórny,Śródmieście,2,1.4429215901,11300
82,Nie,4,640 000,BLOK,wtórny,Praga_Południe,3,5.6072320923,7804.8780488
31,Nie,2,243 000,BLOK,pierwotny,Białołęka,2,13.654727729,7838.7096774
30,Tak,1,315 000,BLOK,wtórny,Targówek,6,6.4989536162,10500
64,Nie,4,540 000,BLOK,wtórny,Ursynów,3,10.457335996,8437.5
53,Tak,3,495 000,BLOK,wtórny,Ursynów,3,10.457335996,9339.6226415
56,Tak,2,665 000,KAMIENICA,wtórny,Mokotów,1,4.8023633232,11875
52,Tak,4,560 000,BLOK,wtórny,Mokotów,4,4.8023633232,10769.230769
35,Tak,2,378 000,BLOK,wtórny,Bemowo,8,5.7621092208,10800
53,Tak,2,415 000,BLOK,wtórny,Białołęka,1,10.88675137,7830.1886792
61,Tak,3,670 000,APARTAMENTOWIEC,wtórny,Praga_Południe,2,5.6072320923,10983.606557
65,Tak,3,799 000,BLOK,wtórny,Mokotów,0,4.8022109872,12292.307692
116,Nie,4,890 000,BLOK,wtórny,Bielany,1,5.9953318069,7672.4137931
42,Tak,3,459 900,BLOK,wtórny,Żoliborz,3,4.1942763133,10950
35,Tak,2,349 000,BLOK,wtórny,Bemowo,6,7.2566420209,9971.4285714
84,Tak,4,747 600,BLOK,wtórny,Praga_Południe,4,5.5817705194,8900
40,Nie,2,589 000,BLOK,wtórny,Śródmieście,2,0.8036307544,14725
82,Tak,3,1 066 000,KAMIENICA,wtórny,Śródmieście,1,0.8037165689,13000
56,Tak,3,650 000,BLOK,wtórny,Śródmieście,0,0.8036307544,11607.142857
84,Nie,3,799 000,BLOK,wtórny,Mokotów,8,4.8023633232,9511.9047619
54,Tak,2,440 000,BLOK,wtórny,Białołęka,1,9.2659429813,8148.1481481
117,Tak,4,1 100 000,APARTAMENTOWIEC,wtórny,Wilanów,3,10.151079233,9401.7094017
32,Tak,1,329 000,BLOK,wtórny,Mokotów,3,4.8023633232,10281.25
39,Tak,2,490 000,APARTAMENTOWIEC,wtórny,Bielany,11,7.3122715859,12564.102564
116,Tak,4,890 000,BLOK,wtórny,Bemowo,3,6.278627031,7672.4137931
50,Tak,2,500 000,BLOK,wtórny,Bielany,1,7.8484642961,10000
62,Tak,3,720 000,BLOK,wtórny,Wola,1,4.971961246,11612.903226
76,Tak,3,595 000,BLOK,wtórny,Targówek,0,9.4184082039,7828.9473684
56,Tak,2,650 000,BLOK,pierwotny,Targówek,6,6.4989536162,11607.142857
32,Tak,1,370 000,KAMIENICA,wtórny,Mokotów,4,3.8647410102,11562.5
50,Tak,3,450 000,BLOK,wtórny,Wola,9,2.6554000851,9000
56,Nie,3,425 000,BLOK,wtórny,Praga_Południe,1,5.1698440662,7589.2857143
49,Nie,2,490 000,BLOK,pierwotny,Praga_Północ,1,3.6553898512,10000
53,Nie,3,670 000,APARTAMENTOWIEC,wtórny,Ursynów,2,10.457335996,12641.509434
90,Tak,3,270 000,BLOK,wtórny,Wawer,3,5.4274131876,3000
52,Tak,3,395 000,BLOK,wtórny,Bemowo,8,6.1314064385,7596.1538462
43,Tak,2,590 000,APARTAMENTOWIEC,wtórny,Wola,0,2.6554000851,13720.930233
38,Tak,1,414 000,BLOK,wtórny,Wola,2,5.1286785308,10894.736842
49,Tak,2,460 000,APARTAMENTOWIEC,wtórny,Praga_Południe,1,8.4406296382,9387.755102
46,Nie,2,389 000,BLOK,wtórny,Ursus,2,9.3623935609,8456.5217391
55,Tak,3,499 000,BLOK,wtórny,Mokotów,0,4.8023633232,9072.7272727
34,Nie,2,259 000,BLOK,pierwotny,Białołęka,2,12.151799259,7617.6470588
78,Tak,3,825 000,BLOK,wtórny,Ursynów,0,11.309370241,10576.923077
36,Tak,2,309 400,BLOK,wtórny,Targówek,0,7.5161285274,8594.4444444
51,Tak,3,430 000,BLOK,wtórny,Białołęka,3,7.9524007015,8431.372549
40,Tak,2,670 000,APARTAMENTOWIEC,wtórny,Praga_Południe,0,5.6072320923,16750
57,Nie,3,600 000,BLOK,wtórny,Praga_Południe,0,6.5041942128,10526.315789
37,Tak,2,362 000,BLOK,wtórny,Praga_Północ,6,4.2205163714,9783.7837838
18,Tak,1,235 000,KAMIENICA,wtórny,Włochy,1,6.4671420573,13055.555556
42,Tak,2,410 000,BLOK,wtórny,Mokotów,5,6.4924315654,9761.9047619
61,Tak,2,649 000,KAMIENICA,wtórny,Mokotów,4,4.8023633232,10639.344262
54,Tak,3,415 000,BLOK,wtórny,Targówek,2,7.0821770897,7685.1851852
67,Tak,3,540 000,BLOK,wtórny,Białołęka,0,10.88675137,8059.7014925
36,Tak,2,555 000,BLOK,wtórny,Wola,8,2.6554000851,15416.666667
46,Tak,3,390 000,BLOK,wtórny,Targówek,1,6.4989536162,8478.2608696
82,Tak,4,656 000,APARTAMENTOWIEC,wtórny,Praga_Południe,10,5.6072320923,8000
70,Tak,3,815 000,BLOK,wtórny,Bemowo,2,6.7729625791,11642.857143
36,Tak,2,430 000,BLOK,wtórny,Ochota,3,3.9138813682,11944.444444
37,Tak,2,427 900,BLOK,wtórny,Mokotów,1,4.8023633232,11564.864865
36,Tak,2,390 000,BLOK,wtórny,Bielany,3,7.3122715859,10833.333333
36,Tak,2,330 000,BLOK,wtórny,Białołęka,0,12.718040285,9166.6666667
51,Nie,3,500 000,BLOK,wtórny,Wawer,1,10.402703924,9803.9215686
34,Nie,1,365 000,KAMIENICA,wtórny,Ochota,3,1.9916964882,10735.294118
40,Tak,2,366 000,BLOK,wtórny,Targówek,1,5.6312994188,9150
50,Tak,2,479 000,BLOK,wtórny,Wola,11,3.5192647591,9580
67,Tak,2,795 000,APARTAMENTOWIEC,wtórny,Śródmieście,11,0.8036307544,11865.671642
34,Nie,2,347 000,BLOK,wtórny,Praga_Południe,5,5.6072320923,10205.882353
25,Nie,1,199 000,BLOK,pierwotny,Białołęka,2,12.324518281,7960
67,Tak,3,625 000,APARTAMENTOWIEC,wtórny,Praga_Południe,2,7.3116662845,9328.358209
65,Nie,3,562 000,BLOK,wtórny,Bemowo,3,6.7729625791,8646.1538462
40,Tak,2,430 000,APARTAMENTOWIEC,wtórny,Praga_Południe,2,5.6072320923,10750
50,Tak,3,379 000,BLOK,wtórny,Targówek,2,6.4988123532,7580
48,Nie,2,479 000,APARTAMENTOWIEC,pierwotny,Mokotów,2,4.8023633232,9979.1666667
52,Tak,3,555 000,KAMIENICA,wtórny,Mokotów,0,4.8023633232,10673.076923
46,Tak,3,440 000,BLOK,wtórny,Mokotów,3,6.2125771444,9565.2173913
75,Tak,3,796 000,KAMIENICA,wtórny,Mokotów,4,3.1743652377,10613.333333
89,Tak,4,780 000,OTHER,wtórny,Białołęka,1,9.6001134708,8764.0449438
79,Tak,3,875 000,APARTAMENTOWIEC,wtórny,Praga_Południe,3,5.6072320923,11075.949367
34,Tak,1,450 000,BLOK,wtórny,Śródmieście,0,0.8036307544,13235.294118
24,Tak,1,375 000,APARTAMENTOWIEC,wtórny,Wola,5,2.6554000851,15625
38,Tak,2,525 000,BLOK,wtórny,Śródmieście,3,2.5932061446,13815.789474
62,Tak,3,530 000,APARTAMENTOWIEC,wtórny,Ursus,2,10.482842028,8548.3870968
39,Nie,2,439 000,KAMIENICA,wtórny,Śródmieście,4,2.5149093807,11256.410256
40,Tak,2,430 000,BLOK,wtórny,Mokotów,4,4.1529383285,10750
26,Tak,1,335 000,BLOK,wtórny,Bemowo,0,4.6267179621,12884.615385
63,Nie,3,580 000,BLOK,wtórny,Ursynów,3,10.457335996,9206.3492063
63,Tak,3,740 000,BLOK,wtórny,Wola,7,2.7532627624,11746.031746
45,Nie,2,385 135,BLOK,wtórny,Białołęka,1,10.070642373,8558.5555556
23,Tak,1,400 000,BLOK,wtórny,Śródmieście,0,0.8036307544,17391.304348
32,Nie,1,287 500,BLOK,pierwotny,Białołęka,1,8.1837807171,8984.375
47,Nie,2,400 690,BLOK,wtórny,Białołęka,2,10.024321446,8525.3191489
36,Tak,2,430 000,BLOK,pierwotny,Wola,4,2.6554000851,11944.444444
50,Nie,2,535 000,KAMIENICA,wtórny,Białołęka,0,10.886541463,10700
47,Nie,2,560 000,KAMIENICA,wtórny,Wola,1,2.6554000851,11914.893617
36,Tak,2,345 000,BLOK,wtórny,Ursynów,2,10.457335996,9583.3333333
98,Tak,3,780 000,BLOK,wtórny,Bemowo,3,6.2773922714,7959.1836735
62,Nie,3,982 000,APARTAMENTOWIEC,pierwotny,Wola,2,1.2832075426,15838.709677
49,Nie,2,415 000,BLOK,wtórny,Ursynów,1,9.4104059694,8469.3877551
47,Tak,2,450 000,BLOK,wtórny,Mokotów,2,7.0309480143,9574.4680851
55,Tak,3,549 000,BLOK,wtórny,Praga_Południe,4,5.6072320923,9981.8181818
43,Tak,2,549 000,APARTAMENTOWIEC,wtórny,Bemowo,0,6.7729625791,12767.44186
47,Nie,2,555 000,APARTAMENTOWIEC,wtórny,Śródmieście,7,0.8036307544,11808.510638
38,Nie,2,339 000,BLOK,wtórny,Ursus,1,9.3623935609,8921.0526316
53,Tak,2,445 000,BLOK,wtórny,Białołęka,0,12.976199056,8396.2264151
43,Tak,2,690 000,KAMIENICA,wtórny,Śródmieście,4,0.8036307544,16046.511628
74,Tak,4,650 000,BLOK,wtórny,Mokotów,3,4.8023633232,8783.7837838
62,Tak,3,527 000,BLOK,wtórny,Bemowo,1,6.5167807074,8500
34,Tak,2,340 000,OTHER,wtórny,Bielany,1,7.3122715859,10000
30,Tak,1,349 000,KAMIENICA,wtórny,Śródmieście,2,0.8036307544,11633.333333
51,Tak,2,215 000,BLOK,wtórny,Bemowo,1,6.6754373011,4215.6862745
60,Tak,4,539 000,BLOK,wtórny,Praga_Południe,7,6.8747482961,8983.3333333
44,Tak,3,320 000,BLOK,wtórny,Białołęka,4,11.789948136,7272.7272727
68,Tak,3,450 000,BLOK,wtórny,Białołęka,0,10.728401361,6617.6470588
72,Tak,3,828 000,APARTAMENTOWIEC,wtórny,Wilanów,3,8.7964674399,11500
45,Tak,2,580 000,BLOK,wtórny,Mokotów,2,4.8023633232,12888.888889
58,Tak,2,630 000,APARTAMENTOWIEC,wtórny,Bemowo,6,6.7729625791,10862.068966
28,Tak,1,430 000,BLOK,wtórny,Śródmieście,3,0.8036307544,15357.142857
68,Tak,3,969 000,APARTAMENTOWIEC,wtórny,Śródmieście,6,0.8037165689,14250
40,Tak,2,450 000,APARTAMENTOWIEC,wtórny,Praga_Południe,3,6.1941304986,11250
28,Tak,1,336 000,BLOK,wtórny,Wola,9,2.6554000851,12000
38,Tak,2,410 000,BLOK,wtórny,Wola,4,2.4397897886,10789.473684
56,Nie,3,550 000,BLOK,wtórny,Żoliborz,3,4.1942763133,9821.4285714
55,Nie,2,478 000,BLOK,wtórny,Praga_Południe,9,5.7274779969,8690.9090909
45,Tak,2,180 000,BLOK,wtórny,Mokotów,1,4.8023633232,4000
44,Tak,2,457 000,BLOK,wtórny,Ochota,4,4.233984567,10386.363636
44,Tak,2,500 000,APARTAMENTOWIEC,wtórny,Bemowo,3,6.7729625791,11363.636364
45,Tak,2,460 000,BLOK,wtórny,Żoliborz,2,4.1942763133,10222.222222
44,Tak,2,320 000,BLOK,wtórny,Białołęka,0,10.662312986,7272.7272727
34,Tak,2,289 000,APARTAMENTOWIEC,pierwotny,Wilanów,0,10.151079233,8500
42,Tak,2,830 000,KAMIENICA,wtórny,Śródmieście,2,0.8036307544,19761.904762
44,Tak,2,168 000,BLOK,wtórny,Bemowo,6,6.8641703156,3818.1818182
117,Tak,4,1 150 000,BLOK,wtórny,Mokotów,0,4.8023633232,9829.0598291
47,Tak,2,783 750,KAMIENICA,wtórny,Mokotów,1,4.5071207066,16675.531915
71,Tak,3,720 000,BLOK,wtórny,Bemowo,0,5.6264917539,10140.84507
56,Tak,2,475 000,APARTAMENTOWIEC,wtórny,Wola,,2.6554000851,8482.1428571
56,Tak,3,480 000,BLOK,wtórny,Praga_Południe,11,5.6072320923,8571.4285714
58,Nie,3,460 000,BLOK,wtórny,Śródmieście,1,0.8036307544,7931.0344828
80,Nie,4,950 000,KAMIENICA,pierwotny,Śródmieście,0,1.7257067077,11875
60,Tak,3,555 000,BLOK,wtórny,Ursus,3,9.3623935609,9250
37,Nie,2,380 000,BLOK,wtórny,Ochota,4,4.3929509728,10270.27027
72,Nie,3,639 000,APARTAMENTOWIEC,pierwotny,Ursynów,4,10.457335996,8875
48,Nie,2,445 000,BLOK,wtórny,Praga_Południe,8,5.6072320923,9270.8333333
23,Nie,1,258 000,BLOK,wtórny,Ochota,0,3.8421041111,11217.391304
49,Tak,2,207 000,BLOK,wtórny,Bielany,5,7.3122372774,4224.4897959
59,Nie,2,576 180,KAMIENICA,wtórny,Praga_Północ,0,2.9607552861,9765.7627119
60,Tak,2,545 000,BLOK,wtórny,Targówek,0,6.4989536162,9083.3333333
56,Nie,2,740 000,KAMIENICA,wtórny,Śródmieście,1,1.7085160556,13214.285714
62,Tak,3,650 000,BLOK,wtórny,Bemowo,2,7.0880052567,10483.870968
58,Tak,3,696 000,BLOK,wtórny,Praga_Południe,3,5.6072320923,12000
43,Tak,2,470 000,BLOK,wtórny,Mokotów,10,7.313522945,10930.232558
22,Nie,1,380 000,BLOK,wtórny,Śródmieście,3,0.8036307544,17272.727273
39,Tak,2,375 000,KAMIENICA,wtórny,Włochy,0,6.4671420573,9615.3846154
44,Tak,2,349 000,BLOK,wtórny,Ursus,1,9.3623935609,7931.8181818
49,Tak,2,450 000,BLOK,wtórny,Ursus,2,9.3623935609,9183.6734694
41,Tak,2,399 000,BLOK,wtórny,Ochota,7,4.0528000215,9731.7073171
46,Nie,2,437 000,BLOK,wtórny,Praga_Południe,7,5.395649885,9500
66,Tak,3,742 000,APARTAMENTOWIEC,wtórny,Wola,0,2.6554000851,11242.424242
50,Nie,2,540 000,KAMIENICA,wtórny,Praga_Północ,5,3.8659286885,10800
38,Tak,2,325 000,BLOK,wtórny,Praga_Południe,1,15.772417106,8552.6315789
29,Tak,1,323 000,BLOK,wtórny,Bemowo,2,5.804722793,11137.931034
68,Tak,3,640 000,BLOK,wtórny,Ursynów,0,9.9608341042,9411.7647059
40,Tak,2,475 000,BLOK,wtórny,Ochota,5,2.6775865818,11875
