size_sqmeters,decorated,no_rooms,price,type_of_building,market,district,floor_no,line_distance,price_per_sqmet
46,Tak,2,374 000,BLOK,wtórny,Wola,4,4.3848346986,8130.4347826
74,Unknown,3,970 000,OTHER,wtórny,Mokotów,5,5.8211740708,13108.108108
56,Tak,3,480 000,BLOK,wtórny,Targówek,2,5.787263352,8571.4285714
63,Nie,3,598 000,BLOK,wtórny,Mokotów,0,6.5757095948,9492.0634921
66,Tak,3,550 000,BLOK,wtórny,Bielany,7,7.6360459537,8333.3333333
51,Nie,3,353 600,OTHER,pierwotny,Wawer,0,11.001635376,6933.3333333
65,Unknown,3,610 000,BLOK,wtórny,Praga_Południe,2,5.5436115488,9384.6153846
56,Nie,3,387 600,OTHER,pierwotny,Wawer,1,10.996899752,6921.4285714
30,Unknown,1,429 000,OTHER,wtórny,Mokotów,2,3.0759002896,14300
70,Unknown,3,550 000,BLOK,wtórny,Bemowo,1,6.2827541466,7857.1428571
121,Nie,5,957 000,BLOK,wtórny,Praga_Północ,3,2.980119127,7909.0909091
58,Nie,2,560 000,BLOK,wtórny,Mokotów,6,5.3154382814,9655.1724138
77,Unknown,4,685 000,OTHER,wtórny,Wola,,2.9853591454,8896.1038961
173,Nie,4,1 760 000,BLOK,wtórny,Bielany,2,5.5336306673,10173.410405
41,Nie,2,410 000,BLOK,pierwotny,Mokotów,4,0.5043869859,10000
153,Tak,4,3 500 000,APARTAMENTOWIEC,wtórny,Wilanów,4,9.167397815,22875.816993
75,Tak,3,699 000,BLOK,wtórny,Ursynów,1,8.2643256169,9320
83,Tak,3,970 000,KAMIENICA,wtórny,Ochota,1,1.870495215,11686.746988
121,Tak,5,490 000,OTHER,wtórny,Włochy,1,7.0632250967,4049.5867769
67,Unknown,3,629 000,BLOK,wtórny,Praga_Południe,2,7.2962443069,9388.0597015
28,Unknown,2,235 000,BLOK,pierwotny,Białołęka,2,13.229381562,8392.8571429
30,Unknown,2,235 000,APARTAMENTOWIEC,wtórny,Białołęka,2,12.949534759,7833.3333333
32,Unknown,2,247 000,BLOK,pierwotny,Białołęka,3,12.910439874,7718.75
32,Unknown,2,247 000,BLOK,pierwotny,Białołęka,3,12.986958603,7718.75
52,Unknown,3,349 000,APARTAMENTOWIEC,pierwotny,Białołęka,,12.927035709,6711.5384615
53,Unknown,3,349 000,APARTAMENTOWIEC,pierwotny,Białołęka,,12.92289364,6584.9056604
18,Unknown,1,205 000,APARTAMENTOWIEC,pierwotny,Wola,1,3.2090392067,11388.888889
19,Unknown,1,204 900,BLOK,pierwotny,Wola,1,3.2888033146,10784.210526
91,Unknown,3,1 170 000,APARTAMENTOWIEC,wtórny,Żoliborz,5,5.1401087842,12857.142857
120,Tak,4,630 000,BLOK,wtórny,Białołęka,4,11.521849415,5250
87,Nie,3,589 000,OTHER,wtórny,Ursynów,4,9.122408944,6770.1149425
71,Tak,3,529 500,BLOK,wtórny,Białołęka,1,11.095898252,7457.7464789
46,Tak,2,395 000,BLOK,wtórny,Targówek,6,7.2739111963,8586.9565217
37,Tak,1,370 000,APARTAMENTOWIEC,wtórny,Praga_Południe,3,4.6425040409,10000
81,Unknown,4,695 000,BLOK,wtórny,Bielany,3,6.7425595096,8580.2469136
96,Unknown,4,1 050 000,APARTAMENTOWIEC,wtórny,Wola,4,3.2297435477,10937.5
120,Unknown,4,1 380 000,OTHER,wtórny,Wilanów,0,11.223771438,11500
78,Tak,3,724 000,APARTAMENTOWIEC,wtórny,Wola,3,4.1639019257,9282.0512821
56,Unknown,2,560 000,BLOK,wtórny,Bemowo,2,5.8464025001,10000
90,Tak,3,1 150 000,BLOK,wtórny,Ursynów,4,11.490451904,12777.777778
60,Tak,2,349 999,BLOK,wtórny,Ochota,6,4.3653716433,5833.3166667
174,Tak,5,3 500 000,APARTAMENTOWIEC,wtórny,Praga_Południe,3,3.8577210483,20114.942529
50,Tak,2,570 000,BLOK,wtórny,Mokotów,2,6.4350503159,11400
199,Tak,6,2 850 000,APARTAMENTOWIEC,wtórny,Mokotów,6,6.5075457843,14321.60804
64,Unknown,4,540 000,OTHER,wtórny,Ursynów,3,10.653209899,8437.5
118,Nie,5,925 000,APARTAMENTOWIEC,pierwotny,Targówek,,7.1606665656,7838.9830508
63,Tak,2,959 000,APARTAMENTOWIEC,wtórny,Wola,2,0.5856192335,15222.222222
203,Unknown,6,1 900 000,APARTAMENTOWIEC,wtórny,Praga_Południe,0,4.5773671435,9359.6059113
110,Tak,5,1 250 000,KAMIENICA,wtórny,Mokotów,3,3.1436822209,11363.636364
31,Nie,2,220 000,BLOK,wtórny,Białołęka,2,13.43530037,7096.7741935
112,Unknown,4,820 000,OTHER,wtórny,Włochy,4,5.5256209273,7321.4285714
31,Nie,2,247 000,BLOK,pierwotny,Białołęka,1,12.860319342,7967.7419355
45,Nie,2,458 058,APARTAMENTOWIEC,pierwotny,Mokotów,1,5.2663140337,10179.066667
48,Nie,2,490 722,APARTAMENTOWIEC,wtórny,Mokotów,1,5.2663140337,10223.375
54,Nie,3,695 000,APARTAMENTOWIEC,pierwotny,Wola,3,3.2332690765,12870.37037
68,Unknown,2,1 100 000,OTHER,wtórny,Śródmieście,0,0.9198431874,16176.470588
89,Tak,3,712 800,BLOK,wtórny,Bielany,4,8.5187938579,8008.988764
85,Unknown,3,1 150 000,BLOK,wtórny,Bemowo,0,7.9444166093,13529.411765
30,Tak,1,299 000,BLOK,wtórny,Praga_Północ,4,3.984527643,9966.6666667
96,Tak,4,699 000,KAMIENICA,wtórny,Praga_Południe,2,7.1315763796,7281.25
175,Tak,6,3 300 000,KAMIENICA,wtórny,Śródmieście,6,1.6470419878,18857.142857
40,Nie,1,499 000,KAMIENICA,wtórny,Praga_Północ,1,3.6862085587,12475
90,Unknown,4,738 000,OTHER,wtórny,Bielany,7,4.8093149975,8200
50,Unknown,3,469 000,KAMIENICA,wtórny,Ochota,6,2.28818845,9380
62,Nie,3,435 000,BLOK,wtórny,Praga_Południe,0,6.5796259477,7016.1290323
47,Tak,3,463 000,BLOK,pierwotny,Praga_Południe,1,6.9083357291,9851.0638298
176,Tak,6,1 500 000,BLOK,wtórny,Mokotów,2,3.9386535093,8522.7272727
28,Unknown,1,280 000,BLOK,wtórny,Praga_Południe,0,5.0350314792,10000
40,Tak,2,469 000,BLOK,wtórny,Ochota,3,4.5791895281,11725
98,Tak,3,995 000,APARTAMENTOWIEC,wtórny,Ochota,2,3.5416362203,10153.061224
90,Tak,4,990 000,KAMIENICA,wtórny,Śródmieście,3,0.9825187264,11000
81,Tak,4,898 000,BLOK,wtórny,Bemowo,3,6.1606999824,11086.419753
92,Nie,3,1 254 150,APARTAMENTOWIEC,wtórny,Mokotów,5,4.4142836851,13632.065217
64,Tak,4,620 000,BLOK,wtórny,Wola,3,3.6717188542,9687.5
40,Tak,2,335 000,BLOK,wtórny,Białołęka,1,10.853077449,8375
39,Nie,2,465 000,APARTAMENTOWIEC,pierwotny,Wilanów,1,9.6786337286,11923.076923
31,Unknown,1,288 000,BLOK,pierwotny,Ursynów,2,8.1580343849,9290.3225806
79,Tak,3,980 000,OTHER,wtórny,Żoliborz,0,3.6405458169,12405.063291
47,Unknown,2,540 000,KAMIENICA,wtórny,Praga_Północ,2,2.9913822011,11489.361702
31,Unknown,2,246 000,BLOK,pierwotny,Białołęka,1,11.958580016,7935.483871
68,Tak,3,379 000,BLOK,wtórny,Białołęka,0,15.62676165,5573.5294118
62,Tak,3,599 900,BLOK,wtórny,Włochy,1,6.9900748229,9675.8064516
36,Unknown,1,503 047,APARTAMENTOWIEC,wtórny,Wola,8,3.2090392067,13973.527778
47,Nie,2,402 050,KAMIENICA,wtórny,Praga_Północ,0,4.5238673077,8554.2553191
64,Unknown,4,499 000,OTHER,wtórny,Praga_Południe,4,6.3871865142,7796.875
45,Unknown,2,336 150,OTHER,pierwotny,Białołęka,,10.756136141,7470
88,Tak,3,1 220 000,KAMIENICA,wtórny,Praga_Południe,2,3.3982780574,13863.636364
28,Unknown,2,229 000,OTHER,pierwotny,Białołęka,,10.756136141,8178.5714286
27,Unknown,2,299 000,KAMIENICA,wtórny,Praga_Północ,0,4.5238673077,11074.074074
52,Tak,3,830 000,BLOK,wtórny,Śródmieście,4,1.3437230847,15961.538462
44,Tak,2,323 000,BLOK,wtórny,Białołęka,9,13.549370427,7340.9090909
67,Tak,3,690 000,BLOK,wtórny,Ursynów,0,11.919501708,10298.507463
77,Tak,3,700 000,BLOK,wtórny,Ursus,1,9.2089959061,9090.9090909
89,Tak,3,949 000,APARTAMENTOWIEC,wtórny,Mokotów,3,7.5031611279,10662.921348
71,Tak,3,630 000,BLOK,wtórny,Ursus,2,8.9258723152,8873.2394366
82,Tak,3,995 000,BLOK,wtórny,Żoliborz,8,5.6268626184,12134.146341
47,Tak,2,599 000,KAMIENICA,wtórny,Ochota,5,2.2633105246,12744.680851
62,Nie,6,650 000,BLOK,wtórny,Praga_Południe,8,5.3929934112,10483.870968
58,Unknown,3,615 000,BLOK,wtórny,Mokotów,11,2.8777359758,10603.448276
40,Unknown,1,445 000,OTHER,wtórny,Śródmieście,0,1.3732994735,11125
78,Tak,3,575 000,BLOK,wtórny,Ursus,3,8.8529246675,7371.7948718
98,Unknown,3,984 000,BLOK,wtórny,Praga_Południe,2,5.6158330605,10040.816327
44,Tak,2,339 000,BLOK,wtórny,Białołęka,2,10.072908143,7704.5454545
51,Tak,2,440 000,BLOK,wtórny,Bielany,0,6.6333107525,8627.4509804
33,Unknown,1,340 000,BLOK,wtórny,Ochota,5,6.9905746744,10303.030303
48,Unknown,2,310 000,OTHER,pierwotny,Białołęka,,10.014672578,6458.3333333
41,Nie,2,260 000,BLOK,pierwotny,Białołęka,0,14.792944044,6341.4634146
181,Tak,4,1 899 000,BLOK,wtórny,Ochota,5,2.5125528881,10491.712707
34,Tak,2,520 000,APARTAMENTOWIEC,wtórny,Śródmieście,4,1.7701682235,15294.117647
39,Unknown,2,429 000,OTHER,wtórny,Mokotów,4,4.5077816426,11000
143,Unknown,5,980 000,BLOK,wtórny,Bielany,3,6.1445067174,6853.1468531
30,Unknown,2,229 000,OTHER,pierwotny,Białołęka,0,10.755901293,7633.3333333
48,Nie,2,310 000,BLOK,pierwotny,Białołęka,1,13.294854624,6458.3333333
43,Nie,2,280 000,BLOK,pierwotny,Białołęka,1,13.229381562,6511.627907
28,Nie,2,235 000,BLOK,pierwotny,Białołęka,5,11.958580016,8392.8571429
31,Nie,2,249 000,BLOK,pierwotny,Białołęka,1,11.958580016,8032.2580645
52,Nie,3,373 000,BLOK,pierwotny,Białołęka,1,11.958580016,7173.0769231
61,Unknown,3,555 000,BLOK,wtórny,Praga_Południe,8,6.6348999738,9098.3606557
37,Tak,1,359 900,BLOK,wtórny,Praga_Południe,3,6.153214131,9727.027027
93,Nie,3,930 000,BLOK,wtórny,Wilanów,1,0.5043869859,10000
39,Tak,2,465 000,APARTAMENTOWIEC,wtórny,Wola,6,3.311409075,11923.076923
74,Tak,7,668 000,BLOK,wtórny,Bemowo,3,7.1602803138,9027.027027
95,Nie,4,983 000,BLOK,pierwotny,Wola,11,3.1470646583,10347.368421
76,Nie,4,667 000,BLOK,pierwotny,Wola,4,3.1470646583,8776.3157895
92,Tak,3,859 000,APARTAMENTOWIEC,wtórny,Ochota,11,1.8234306679,9336.9565217
105,Tak,4,913 000,BLOK,wtórny,Ursynów,5,12.013015017,8695.2380952
99,Tak,3,948 000,APARTAMENTOWIEC,wtórny,Mokotów,7,5.7617709022,9575.7575758
86,Unknown,3,780 000,APARTAMENTOWIEC,wtórny,Praga_Południe,2,7.4712182328,9069.7674419
150,Tak,5,1 249 000,APARTAMENTOWIEC,wtórny,Mokotów,9,6.2987557569,8326.6666667
42,Tak,2,525 000,KAMIENICA,wtórny,Śródmieście,1,0.5043869859,12500
29,Unknown,1,266 110,OTHER,pierwotny,Wilanów,0,11.223771438,9176.2068966
109,Tak,4,1 560 000,APARTAMENTOWIEC,wtórny,Mokotów,2,3.8898860331,14311.926606
112,Tak,5,1 624 000,APARTAMENTOWIEC,wtórny,Mokotów,2,3.8898860331,14500
34,Tak,1,309 000,BLOK,wtórny,Mokotów,9,6.0695573013,9088.2352941
75,Unknown,3,560 000,BLOK,wtórny,Praga_Południe,3,6.9322871547,7466.6666667
76,Tak,4,1 030 000,APARTAMENTOWIEC,wtórny,Praga_Południe,2,3.6371947313,13552.631579
92,Tak,4,920 000,KAMIENICA,wtórny,Ochota,3,2.5778157978,10000
62,Nie,2,735 000,KAMIENICA,wtórny,Śródmieście,4,2.4967599562,11854.83871
66,Unknown,3,580 000,BLOK,wtórny,Bemowo,2,7.4319948522,8787.8787879
75,Unknown,3,833 690,APARTAMENTOWIEC,wtórny,Wilanów,1,11.223771438,11115.866667
53,Unknown,2,602 000,APARTAMENTOWIEC,wtórny,Wilanów,0,11.223771438,11358.490566
71,Tak,3,774 000,APARTAMENTOWIEC,wtórny,Mokotów,0,0.5043869859,10901.408451
44,Tak,2,460 000,BLOK,wtórny,Wola,1,3.9903341463,10454.545455
117,Unknown,3,1 540 000,OTHER,wtórny,Mokotów,3,3.3479148557,13162.393162
128,Tak,4,999 999,APARTAMENTOWIEC,wtórny,Ursynów,3,9.7105602297,7812.4921875
71,Nie,3,360 000,OTHER,pierwotny,Białołęka,0,11.975053499,5070.4225352
72,Tak,2,779 000,APARTAMENTOWIEC,wtórny,Wilanów,1,9.167397815,10819.444444
45,Nie,2,489 000,BLOK,pierwotny,Mokotów,3,5.1046862226,10866.666667
71,Unknown,3,710 000,OTHER,wtórny,Mokotów,1,5.1533332047,10000
78,Tak,3,737 000,KAMIENICA,wtórny,Śródmieście,4,1.8243389689,9448.7179487
84,Tak,4,749 000,BLOK,wtórny,Wola,2,2.9853591454,8916.6666667
54,Unknown,2,639 000,BLOK,wtórny,Ochota,1,4.718451932,11833.333333
67,Unknown,4,505 000,OTHER,wtórny,Targówek,2,6.1498716704,7537.3134328
27,Unknown,1,305 000,OTHER,wtórny,Żoliborz,5,4.5533789271,11296.296296
68,Nie,3,688 000,APARTAMENTOWIEC,wtórny,Wola,4,3.0604759146,10117.647059
19,Tak,1,268 000,BLOK,wtórny,Włochy,2,5.5171958513,14105.263158
50,Unknown,2,615 000,APARTAMENTOWIEC,wtórny,Wilanów,1,10.022263381,12300
24,Unknown,1,237 792,OTHER,wtórny,Praga_Północ,0,4.5238673077,9908
75,Nie,4,900 000,BLOK,pierwotny,Żoliborz,2,3.770166099,12000
114,Tak,4,1 650 000,APARTAMENTOWIEC,wtórny,Ochota,4,3.5416362203,14473.684211
72,Nie,3,665 000,BLOK,wtórny,Wola,5,1.0699018011,9236.1111111
51,Unknown,3,499 000,BLOK,wtórny,,11,2.6552250199,9784.3137255
49,Unknown,2,390 000,OTHER,wtórny,Praga_Południe,0,6.6348999738,7959.1836735
66,Nie,3,545 000,APARTAMENTOWIEC,wtórny,Ursus,3,8.7647784017,8257.5757576
38,Unknown,1,324 000,OTHER,pierwotny,Wola,,3.3466269905,8526.3157895
35,Nie,2,395 000,BLOK,pierwotny,,3,6.0119263744,11285.714286
34,Nie,2,385 000,BLOK,pierwotny,,2,6.0119263744,11323.529412
78,Tak,4,888 000,BLOK,wtórny,Ursynów,1,10.136226127,11384.615385
72,Unknown,3,615 000,BLOK,wtórny,Praga_Południe,7,6.0103807537,8541.6666667
93,Unknown,4,1 850 000,APARTAMENTOWIEC,wtórny,Śródmieście,11,1.152270381,19892.473118
45,Unknown,2,390 000,OTHER,wtórny,Praga_Południe,4,6.7681533583,8666.6666667
106,Nie,3,899 000,BLOK,wtórny,Mokotów,2,4.6352821153,8481.1320755
81,Tak,3,720 000,BLOK,wtórny,Bemowo,4,7.5905942626,8888.8888889
58,Tak,2,769 000,APARTAMENTOWIEC,wtórny,Wola,2,1.3830150924,13258.62069
45,Tak,2,407 000,BLOK,wtórny,Bemowo,0,7.1475297178,9044.4444444
19,Tak,1,369 000,KAMIENICA,wtórny,Śródmieście,1,2.0973932693,19421.052632
66,Tak,4,679 000,BLOK,wtórny,Wilanów,1,11.223826273,10287.878788
65,Tak,3,649 900,BLOK,wtórny,Wawer,0,8.8030125545,9998.4615385
49,Tak,2,429 000,BLOK,wtórny,Wilanów,2,11.223826273,8755.1020408
43,Tak,3,420 000,BLOK,wtórny,Wola,3,3.967601372,9767.4418605
36,Tak,1,385 000,OTHER,wtórny,Ochota,0,4.9865074257,10694.444444
31,Unknown,2,230 000,OTHER,pierwotny,Białołęka,,10.014672578,7419.3548387
51,Tak,2,699 000,KAMIENICA,wtórny,Śródmieście,3,1.1040392611,13705.882353
63,Nie,3,549 000,BLOK,wtórny,Ursynów,0,8.3434143577,8714.2857143
61,Nie,3,475 000,BLOK,wtórny,Ochota,3,3.4773432086,7786.8852459
128,Tak,3,1 999 990,APARTAMENTOWIEC,wtórny,Mokotów,7,3.4887697646,15624.921875
51,Nie,3,361 000,BLOK,pierwotny,Białołęka,0,9.5987090795,7078.4313725
39,Tak,2,445 000,BLOK,wtórny,Śródmieście,11,0.4509465847,11410.25641
68,Tak,3,690 000,OTHER,wtórny,Bemowo,6,6.4101375065,10147.058824
82,Tak,3,1 169 000,KAMIENICA,wtórny,Śródmieście,2,1.9537869084,14256.097561
84,Tak,3,640 000,BLOK,wtórny,Praga_Południe,2,8.1524095714,7619.047619
46,Unknown,2,365 000,BLOK,wtórny,Ursus,2,9.1259017385,7934.7826087
42,Unknown,2,534 618,APARTAMENTOWIEC,wtórny,Mokotów,7,4.786739367,12729
59,Unknown,2,1 250 000,APARTAMENTOWIEC,wtórny,Śródmieście,2,1.6009930014,21186.440678
47,Tak,2,420 000,BLOK,wtórny,Wola,7,1.8549658117,8936.1702128
37,Nie,2,370 000,KAMIENICA,wtórny,Ochota,1,3.4836537854,10000
48,Tak,3,395 000,BLOK,wtórny,Praga_Południe,7,5.106642657,8229.1666667
21,Unknown,1,370 000,BLOK,wtórny,Śródmieście,8,0.3831732138,17619.047619
47,Nie,3,379 000,BLOK,wtórny,Targówek,1,7.2780814763,8063.8297872
56,Nie,3,499 000,BLOK,wtórny,Mokotów,2,6.2619159179,8910.7142857
51,Tak,2,660 000,KAMIENICA,wtórny,Wola,2,1.5942910949,12941.176471
38,Tak,2,530 000,BLOK,wtórny,Śródmieście,10,0.6510043628,13947.368421
35,Unknown,2,299 000,BLOK,wtórny,Białołęka,2,8.1614798915,8542.8571429
44,Unknown,2,475 000,BLOK,wtórny,Praga_Południe,3,4.8192153568,10795.454545
70,Tak,2,1 414 000,APARTAMENTOWIEC,wtórny,Mokotów,2,3.4887697646,20200
54,Tak,2,650 000,BLOK,wtórny,Ursynów,5,0.6288824769,12037.037037
48,Tak,3,500 000,BLOK,wtórny,Ochota,3,4.1012237367,10416.666667
39,Nie,2,304 000,KAMIENICA,wtórny,Praga_Południe,0,7.2324772453,7794.8717949
100,Nie,4,990 000,APARTAMENTOWIEC,wtórny,Wola,6,3.098540074,9900
37,Tak,2,427 000,BLOK,wtórny,Mokotów,9,7.2794826822,11540.540541
180,Nie,5,1 150 000,APARTAMENTOWIEC,pierwotny,Mokotów,2,6.2917920722,6388.8888889
300,Nie,7,1 995 000,APARTAMENTOWIEC,pierwotny,Mokotów,0,6.2917920722,6650
56,Unknown,3,475 000,BLOK,wtórny,Targówek,8,7.9223179178,8482.1428571
82,Tak,4,495 000,BLOK,wtórny,Białołęka,3,11.822417409,6036.5853659
29,Nie,1,289 000,BLOK,wtórny,Białołęka,0,8.3660775679,9965.5172414
55,Tak,3,649 000,BLOK,wtórny,Praga_Południe,1,4.5114804404,11800
123,Nie,4,1 070 000,APARTAMENTOWIEC,wtórny,Śródmieście,2,2.862856887,8699.1869919
151,Tak,5,1 190 000,APARTAMENTOWIEC,wtórny,Mokotów,1,3.8898860331,7880.794702
105,Tak,4,1 090 000,APARTAMENTOWIEC,wtórny,Włochy,3,6.4254960182,10380.952381
67,Tak,3,749 000,APARTAMENTOWIEC,wtórny,Mokotów,4,6.4955436152,11179.104478
46,Unknown,3,455 000,BLOK,wtórny,Bielany,2,5.5091735904,9891.3043478
71,Unknown,3,774 000,APARTAMENTOWIEC,wtórny,Mokotów,0,6.164671042,10901.408451
53,Nie,3,495 000,APARTAMENTOWIEC,pierwotny,Włochy,,7.359484173,9339.6226415
63,Unknown,2,730 000,KAMIENICA,wtórny,Mokotów,2,4.7476701407,11587.301587
56,Nie,2,699 000,KAMIENICA,wtórny,Śródmieście,1,1.4300646575,12482.142857
48,Unknown,2,619 000,OTHER,wtórny,Praga_Południe,2,3.7231114517,12895.833333
49,Nie,3,445 000,BLOK,wtórny,Bielany,4,8.0057381082,9081.6326531
57,Unknown,3,425 000,BLOK,wtórny,Bielany,0,6.8824728491,7456.1403509
29,Nie,1,299 000,KAMIENICA,wtórny,Praga_Północ,5,3.9179922373,10310.344828
39,Unknown,1,439 900,KAMIENICA,wtórny,Śródmieście,4,2.6157166783,11279.487179
62,Nie,3,472 000,BLOK,wtórny,Bemowo,5,6.7868056667,7612.9032258
63,Tak,3,510 000,OTHER,wtórny,Bemowo,6,6.4101375065,8095.2380952
66,Tak,5,569 000,BLOK,wtórny,Bielany,11,7.7196592094,8621.2121212
39,Tak,2,485 000,APARTAMENTOWIEC,wtórny,Wola,6,3.3110513101,12435.897436
85,Tak,3,580 000,BLOK,wtórny,Targówek,0,7.9706490676,6823.5294118
64,Unknown,3,540 000,BLOK,wtórny,Ochota,0,4.9865074257,8437.5
30,Nie,2,359 000,APARTAMENTOWIEC,pierwotny,Wola,4,4.2788518393,11966.666667
34,Tak,1,450 000,KAMIENICA,wtórny,Mokotów,5,4.0543230786,13235.294118
52,Tak,3,530 000,KAMIENICA,wtórny,Praga_Północ,3,3.8765616473,10192.307692
62,Unknown,3,550 000,BLOK,wtórny,Bielany,0,10.01982787,8870.9677419
62,Unknown,2,535 000,APARTAMENTOWIEC,wtórny,Praga_Południe,2,5.6158330605,8629.0322581
37,Unknown,2,399 000,BLOK,wtórny,Wilanów,1,9.8974509064,10783.783784
85,Tak,5,699 000,BLOK,wtórny,Bemowo,2,6.095930742,8223.5294118
38,Nie,2,375 000,BLOK,wtórny,Ochota,0,4.1974197167,9868.4210526
212,Nie,5,4 190 000,KAMIENICA,pierwotny,Śródmieście,5,0.3618998104,19764.150943
25,Nie,1,278 000,BLOK,wtórny,Praga_Południe,2,5.5867077073,11120
117,Tak,4,1 249 000,APARTAMENTOWIEC,wtórny,Włochy,2,6.1237889265,10675.213675
32,Unknown,2,318 999,APARTAMENTOWIEC,wtórny,Wilanów,0,11.398479374,9968.71875
150,Tak,5,1 190 000,BLOK,wtórny,Bielany,1,8.6345674948,7933.3333333
58,Tak,2,648 000,APARTAMENTOWIEC,wtórny,Wilanów,2,9.2756983001,11172.413793
56,Nie,3,589 000,APARTAMENTOWIEC,pierwotny,Wola,4,4.2860419581,10517.857143
67,Tak,3,720 000,APARTAMENTOWIEC,wtórny,Ursynów,0,9.6750554339,10746.268657
47,Tak,3,419 999,BLOK,wtórny,Mokotów,10,3.2786205422,8936.1489362
43,Tak,3,500 000,BLOK,wtórny,Mokotów,7,3.8898860331,11627.906977
50,Tak,2,390 000,BLOK,wtórny,Białołęka,4,13.411654766,7800
92,Tak,3,720 000,APARTAMENTOWIEC,wtórny,Wawer,2,10.322666197,7826.0869565
72,Tak,2,690 000,KAMIENICA,wtórny,Praga_Południe,3,4.5321897332,9583.3333333
47,Unknown,2,720 000,KAMIENICA,wtórny,Śródmieście,3,2.0977848169,15319.148936
96,Unknown,3,1 480 000,APARTAMENTOWIEC,wtórny,Śródmieście,2,1.3614977275,15416.666667
56,Unknown,3,470 000,BLOK,wtórny,Mokotów,6,7.0128093648,8392.8571429
70,Tak,3,974 807,APARTAMENTOWIEC,wtórny,Żoliborz,4,3.4509584298,13925.814286
36,Unknown,1,394 000,KAMIENICA,wtórny,Wola,4,3.2087809839,10944.444444
37,Unknown,2,385 000,BLOK,wtórny,Wola,10,4.153060452,10405.405405
49,Tak,2,500 000,BLOK,wtórny,Ursus,6,8.9446860021,10204.081633
89,Tak,4,695 000,BLOK,wtórny,Praga_Północ,6,3.2503700535,7808.988764
30,Nie,1,315 000,KAMIENICA,wtórny,Praga_Południe,3,4.2476943225,10500
62,Unknown,3,599 000,BLOK,wtórny,Mokotów,0,4.7358491447,9661.2903226
66,Unknown,4,633 000,BLOK,wtórny,Mokotów,6,4.7358491447,9590.9090909
62,Unknown,3,599 000,BLOK,pierwotny,Mokotów,0,4.7358491447,9661.2903226
90,Unknown,4,753 925,BLOK,pierwotny,Mokotów,6,4.7358491447,8376.9444444
90,Unknown,4,810 000,BLOK,wtórny,Mokotów,6,4.7358491447,9000
55,Unknown,3,469 100,BLOK,wtórny,Praga_Południe,0,5.558911713,8529.0909091
47,Tak,3,450 000,BLOK,wtórny,Mokotów,9,4.1098194303,9574.4680851
38,Tak,2,430 000,BLOK,wtórny,Ochota,3,3.8003534359,11315.789474
59,Tak,2,656 500,BLOK,wtórny,Wola,6,1.5998609298,11127.118644
60,Nie,4,750 000,OTHER,wtórny,Śródmieście,4,1.9537869084,12500
119,Nie,4,1 260 000,BLOK,wtórny,Mokotów,5,3.1297518114,10588.235294
26,Tak,1,329 000,BLOK,wtórny,,6,3.9210937505,12653.846154
173,Tak,5,999 000,BLOK,wtórny,Bielany,3,6.0137649428,5774.566474
88,Tak,3,789 000,APARTAMENTOWIEC,wtórny,Ochota,5,1.600163342,8965.9090909
30,Tak,1,429 000,KAMIENICA,wtórny,Mokotów,2,3.0759002896,14300
90,Unknown,3,1 225 000,KAMIENICA,wtórny,Ochota,3,1.7852990971,13611.111111
33,Unknown,2,540 000,BLOK,wtórny,Wola,3,2.2214443696,16363.636364
55,Unknown,3,375 000,BLOK,wtórny,Ursus,0,8.6453758061,6818.1818182
66,Tak,3,760 000,BLOK,wtórny,Ursynów,0,11.989218537,11515.151515
121,Tak,4,2 240 000,APARTAMENTOWIEC,wtórny,Mokotów,3,3.7262235875,18512.396694
44,Unknown,2,326 850,BLOK,pierwotny,Białołęka,1,10.756136141,7428.4090909
52,Nie,2,499 000,APARTAMENTOWIEC,pierwotny,Praga_Południe,1,7.417263271,9596.1538462
41,Unknown,2,306 000,OTHER,pierwotny,Białołęka,1,10.756136141,7463.4146341
72,Tak,3,750 000,APARTAMENTOWIEC,wtórny,Wola,5,5.0964015821,10416.666667
64,Unknown,2,1 550 000,OTHER,wtórny,Śródmieście,3,1.8265444945,24218.75
60,Tak,4,610 000,BLOK,wtórny,Ursynów,0,11.433935287,10166.666667
48,Tak,3,519 000,BLOK,wtórny,Żoliborz,3,4.6656018323,10812.5
53,Nie,3,475 000,APARTAMENTOWIEC,pierwotny,Mokotów,1,3.1825278426,8962.2641509
73,Nie,2,839 500,KAMIENICA,pierwotny,Śródmieście,4,1.7045680756,11500
72,Unknown,3,715 000,KAMIENICA,wtórny,Praga_Północ,4,2.5555886599,9930.5555556
35,Tak,2,330 000,BLOK,wtórny,Białołęka,2,11.940636723,9428.5714286
157,Tak,4,1 700 000,KAMIENICA,wtórny,Ochota,4,2.2689215349,10828.025478
31,Tak,1,340 000,BLOK,wtórny,Mokotów,7,0.5043869859,10967.741935
49,Nie,3,575 000,BLOK,wtórny,Śródmieście,3,0.6800886999,11734.693878
85,Tak,5,965 000,BLOK,wtórny,Wola,7,3.2090392067,11352.941176
71,Tak,3,579 000,BLOK,wtórny,Bemowo,3,6.186667851,8154.9295775
57,Unknown,2,698 000,KAMIENICA,wtórny,Żoliborz,0,4.3652227993,12245.614035
